datetime,open,high,low,close,volume
2023-03-07 03:52:00+00:00,1.06713,1.06744,1.06707,1.06742,0
2023-03-07 03:53:00+00:00,1.06742,1.06746,1.06732,1.06734,0
2023-03-07 03:54:00+00:00,1.06736,1.06745,1.06732,1.06743,0
2023-03-07 03:55:00+00:00,1.06744,1.06753,1.06742,1.06749,0
2023-03-07 03:56:00+00:00,1.06749,1.0675,1.06744,1.06749,0
2023-03-07 03:57:00+00:00,1.06748,1.06773,1.06746,1.06772,0
2023-03-07 03:58:00+00:00,1.06773,1.06779,1.06745,1.06761,0
2023-03-07 03:59:00+00:00,1.06761,1.06761,1.06735,1.06735,0
2023-03-07 04:00:00+00:00,1.06735,1.06735,1.06705,1.06711,0
2023-03-07 04:01:00+00:00,1.0671,1.06711,1.06691,1.06699,0
2023-03-07 04:02:00+00:00,1.06698,1.06707,1.06691,1.06698,0
2023-03-07 04:03:00+00:00,1.06698,1.06699,1.06686,1.06686,0
2023-03-07 04:04:00+00:00,1.06687,1.06692,1.06662,1.06673,0
2023-03-07 04:05:00+00:00,1.06672,1.06693,1.06672,1.06676,0
2023-03-07 04:06:00+00:00,1.06677,1.06682,1.06654,1.06663,0
2023-03-07 04:07:00+00:00,1.06664,1.06671,1.06655,1.06661,0
2023-03-07 04:08:00+00:00,1.06659,1.06677,1.06659,1.06675,0
2023-03-07 04:09:00+00:00,1.06675,1.06685,1.0666,1.06664,0
2023-03-07 04:10:00+00:00,1.06665,1.06676,1.06665,1.06672,0
2023-03-07 04:11:00+00:00,1.06671,1.06682,1.06651,1.06651,0
2023-03-07 04:12:00+00:00,1.06652,1.06661,1.06639,1.06645,0
2023-03-07 04:13:00+00:00,1.06644,1.06644,1.06621,1.06622,0
2023-03-07 04:14:00+00:00,1.0662,1.06627,1.06614,1.06626,0
2023-03-07 04:15:00+00:00,1.06627,1.06644,1.06622,1.06624,0
2023-03-07 04:16:00+00:00,1.06623,1.06626,1.0661,1.06616,0
2023-03-07 04:17:00+00:00,1.06614,1.06621,1.0661,1.06616,0
2023-03-07 04:18:00+00:00,1.06615,1.06618,1.06605,1.06611,0
2023-03-07 04:19:00+00:00,1.0661,1.06616,1.06589,1.06596,0
2023-03-07 04:20:00+00:00,1.06596,1.06617,1.06582,1.06597,0
