start,symbol,low,high,open,close,volume,product_id,timestamp_utc
1678417860,BTCUSDT,20047.76,20056.96,20051.15,20054.45,0.3582263,BTC-USDT,2023-03-10 03:11:00+00:00
1678417920,BTCUSDT,20056.3,20056.3,20056.3,20056.3,0.00123901,BTC-USDT,2023-03-10 03:12:00+00:00
1678417980,BTCUSDT,20041.32,20043.86,20043.37,20043.86,0.01055599,BTC-USDT,2023-03-10 03:13:00+00:00
1678418040,BTCUSDT,20049.03,20049.03,20049.03,20049.03,0.00446669,BTC-USDT,2023-03-10 03:14:00+00:00
1678418100,BTCUSDT,20044.57,20053.69,20053.69,20047.49,0.17593924,BTC-USDT,2023-03-10 03:15:00+00:00
1678418160,BTCUSDT,20048.62,20054,20048.62,20054,0.08496,BTC-USDT,2023-03-10 03:16:00+00:00
1678418220,BTCUSDT,20052.35,20056.57,20056.57,20052.36,0.09212861,BTC-USDT,2023-03-10 03:17:00+00:00
1678418340,BTCUSDT,20058.94,20077.18,20058.94,20075.14,3.17286419,BTC-USDT,2023-03-10 03:19:00+00:00
1678418400,BTCUSDT,20078.23,20089.75,20083.53,20081.65,0.80484088,BTC-USDT,2023-03-10 03:20:00+00:00
1678418460,BTCUSDT,20089.16,20094.73,20089.16,20094.73,0.20407131,BTC-USDT,2023-03-10 03:21:00+00:00
1678418520,BTCUSDT,20092.19,20096.26,20092.19,20096.26,0.00843816,BTC-USDT,2023-03-10 03:22:00+00:00
1678418580,BTCUSDT,20086.81,20090.95,20090.95,20090.92,0.38553927,BTC-USDT,2023-03-10 03:23:00+00:00
1678418640,BTCUSDT,20096.69,20104.89,20096.69,20104.89,0.05766,BTC-USDT,2023-03-10 03:24:00+00:00
1678418700,BTCUSDT,20109.49,20130.74,20109.49,20127.63,1.34535905,BTC-USDT,2023-03-10 03:25:00+00:00
1678418760,BTCUSDT,20108.83,20123.97,20122.23,20108.83,0.21896004,BTC-USDT,2023-03-10 03:26:00+00:00
1678418820,BTCUSDT,20105.73,20105.73,20105.73,20105.73,0.00505627,BTC-USDT,2023-03-10 03:27:00+00:00
1678418880,BTCUSDT,20100.95,20107,20100.95,20101.24,0.64830568,BTC-USDT,2023-03-10 03:28:00+00:00
1678418940,BTCUSDT,20090.51,20098.13,20098.13,20090.51,0.13170393,BTC-USDT,2023-03-10 03:29:00+00:00
1678419000,BTCUSDT,20080.02,20090.47,20081.83,20090.47,0.35711825,BTC-USDT,2023-03-10 03:30:00+00:00
1678419060,BTCUSDT,20091.21,20091.22,20091.22,20091.21,0.06883108,BTC-USDT,2023-03-10 03:31:00+00:00
1678419120,BTCUSDT,20081.02,20091.21,20091.21,20081.02,0.10349255,BTC-USDT,2023-03-10 03:32:00+00:00
1678419180,BTCUSDT,20080,20093.41,20080,20093.41,0.06712328,BTC-USDT,2023-03-10 03:33:00+00:00
1678419300,BTCUSDT,20092.21,20100.48,20092.21,20100.48,0.12651362,BTC-USDT,2023-03-10 03:35:00+00:00
1678419360,BTCUSDT,20092.2,20102.13,20102.13,20092.2,0.99604095,BTC-USDT,2023-03-10 03:36:00+00:00
1678419420,BTCUSDT,20080,20096.44,20096.44,20087.95,0.58691896,BTC-USDT,2023-03-10 03:37:00+00:00
1678419480,BTCUSDT,20088.36,20092.1,20088.49,20092.1,0.07886844,BTC-USDT,2023-03-10 03:38:00+00:00
1678419540,BTCUSDT,20089.5,20096.9,20096.9,20089.5,0.15775685,BTC-USDT,2023-03-10 03:39:00+00:00
1678419660,BTCUSDT,20091.64,20104.92,20094.49,20104.92,0.12018,BTC-USDT,2023-03-10 03:41:00+00:00
1678419780,BTCUSDT,20099.13,20099.13,20099.13,20099.13,0.12437,BTC-USDT,2023-03-10 03:43:00+00:00
1678419900,BTCUSDT,20090.84,20099.86,20097.05,20099.86,0.04645816,BTC-USDT,2023-03-10 03:45:00+00:00
1678419960,BTCUSDT,20096.84,20100.16,20098.23,20099.12,0.08551958,BTC-USDT,2023-03-10 03:46:00+00:00
1678420020,BTCUSDT,20093.44,20098.25,20098.25,20093.63,0.1489713,BTC-USDT,2023-03-10 03:47:00+00:00
1678420080,BTCUSDT,20078.31,20085.07,20084.01,20085.07,0.23202509,BTC-USDT,2023-03-10 03:48:00+00:00
1678420140,BTCUSDT,20081.59,20085.36,20085.07,20083.81,0.18119314,BTC-USDT,2023-03-10 03:49:00+00:00
1678420200,BTCUSDT,20078.22,20083.1,20083.1,20078.22,0.04908896,BTC-USDT,2023-03-10 03:50:00+00:00
1678420320,BTCUSDT,20074,20079.26,20079.26,20074.1,0.3088514,BTC-USDT,2023-03-10 03:52:00+00:00
1678420380,BTCUSDT,20059.65,20074,20074,20059.65,0.70966252,BTC-USDT,2023-03-10 03:53:00+00:00
1678420440,BTCUSDT,20059.01,20064.35,20059.01,20063.02,0.22917747,BTC-USDT,2023-03-10 03:54:00+00:00
1678420500,BTCUSDT,20057.1,20057.1,20057.1,20057.1,0.048,BTC-USDT,2023-03-10 03:55:00+00:00
1678420620,BTCUSDT,20047.86,20057.29,20051.52,20057.29,0.44400806,BTC-USDT,2023-03-10 03:57:00+00:00
1678420680,BTCUSDT,20053.89,20057.69,20055.21,20053.89,0.01799864,BTC-USDT,2023-03-10 03:58:00+00:00
1678420740,BTCUSDT,20046.34,20053.4,20053.4,20046.34,0.04220012,BTC-USDT,2023-03-10 03:59:00+00:00
1678420860,BTCUSDT,20050.79,20055.95,20054.13,20050.79,0.60329137,BTC-USDT,2023-03-10 04:01:00+00:00
1678420920,BTCUSDT,20042.33,20062.6,20050.79,20042.86,1.42680213,BTC-USDT,2023-03-10 04:02:00+00:00
1678420980,BTCUSDT,20043.56,20055.55,20043.56,20053.89,0.6363561,BTC-USDT,2023-03-10 04:03:00+00:00
1678421100,BTCUSDT,19984.02,20051.29,20049.94,20004.82,6.23264375,BTC-USDT,2023-03-10 04:05:00+00:00
1678421160,BTCUSDT,19941.03,20003.94,19994.98,19994.5,2.50327763,BTC-USDT,2023-03-10 04:06:00+00:00
1678421220,BTCUSDT,19996.52,20028.06,20016.77,20003.71,1.79497468,BTC-USDT,2023-03-10 04:07:00+00:00
1678421280,BTCUSDT,19996.97,20014.78,20014.17,20013.07,0.66323194,BTC-USDT,2023-03-10 04:08:00+00:00
1678421340,BTCUSDT,20007.86,20014.43,20011.58,20008.86,0.55788178,BTC-USDT,2023-03-10 04:09:00+00:00
