symbol,time_period_start,time_period_end,price_open,price_high,price_low,price_close,volume_traded,trades_count,imputed,gap_size,impute_method
BTCUSDC,2023-03-07T01:58:00.0000000Z,2023-03-07T01:59:00.0000000Z,22479.59,22479.59,22479.59,22479.59,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T01:59:00.0000000Z,2023-03-07T02:00:00.0000000Z,22479.59,22479.59,22479.59,22479.59,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T02:00:00.0000000Z,2023-03-07T02:01:00.0000000Z,22479.59,22479.59,22479.59,22479.59,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T02:01:00.0000000Z,2023-03-07T02:02:00.0000000Z,22479.59,22479.59,22479.59,22479.59,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T02:02:00.0000000Z,2023-03-07T02:03:00.0000000Z,22485.76,22485.76,22485.76,22485.76,0.000137,1,False,0,none
BTCUSDC,2023-03-07T02:03:00.0000000Z,2023-03-07T02:04:00.0000000Z,22483.4,22483.4,22483.4,22483.4,0.000116,1,False,0,none
BTCUSDC,2023-03-07T02:04:00.0000000Z,2023-03-07T02:05:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:05:00.0000000Z,2023-03-07T02:06:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:06:00.0000000Z,2023-03-07T02:07:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:07:00.0000000Z,2023-03-07T02:08:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:08:00.0000000Z,2023-03-07T02:09:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:09:00.0000000Z,2023-03-07T02:10:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:10:00.0000000Z,2023-03-07T02:11:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:11:00.0000000Z,2023-03-07T02:12:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:12:00.0000000Z,2023-03-07T02:13:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:13:00.0000000Z,2023-03-07T02:14:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:14:00.0000000Z,2023-03-07T02:15:00.0000000Z,22483.40000003517,22483.478681365836,22483.40000003517,22483.40000003517,0.0,0,True,11,ETS
BTCUSDC,2023-03-07T02:15:00.0000000Z,2023-03-07T02:16:00.0000000Z,22463.33,22463.33,22463.33,22463.33,0.00228077,1,False,0,none
BTCUSDC,2023-03-07T02:16:00.0000000Z,2023-03-07T02:17:00.0000000Z,22463.33,22463.33,22463.33,22463.33,0.0,0,True,1,LOCF
BTCUSDC,2023-03-07T02:17:00.0000000Z,2023-03-07T02:18:00.0000000Z,22462.21,22462.21,22462.21,22462.21,0.00141498,2,False,0,none
BTCUSDC,2023-03-07T02:18:00.0000000Z,2023-03-07T02:19:00.0000000Z,22464.15,22464.15,22464.15,22464.15,0.00030603,1,False,0,none
BTCUSDC,2023-03-07T02:19:00.0000000Z,2023-03-07T02:20:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:20:00.0000000Z,2023-03-07T02:21:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:21:00.0000000Z,2023-03-07T02:22:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:22:00.0000000Z,2023-03-07T02:23:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:23:00.0000000Z,2023-03-07T02:24:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:24:00.0000000Z,2023-03-07T02:25:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:25:00.0000000Z,2023-03-07T02:26:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:26:00.0000000Z,2023-03-07T02:27:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:27:00.0000000Z,2023-03-07T02:28:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:28:00.0000000Z,2023-03-07T02:29:00.0000000Z,22464.149999971094,22464.07992318699,22464.149999971094,22464.149999971094,0.0,0,True,10,ETS
BTCUSDC,2023-03-07T02:29:00.0000000Z,2023-03-07T02:30:00.0000000Z,22472.69,22472.69,22472.69,22472.69,0.0001,1,False,0,none
BTCUSDC,2023-03-07T02:30:00.0000000Z,2023-03-07T02:31:00.0000000Z,22471.91,22471.91,22471.91,22471.91,0.00573688,1,False,0,none
