symbol,open_time_ms,open_time_utc,open,high,low,close,volume,imputed,gap_size,impute_method
BTCUSD,1677846120000,2023-03-03 12:22:00,22334.37,22346.2,22327.01,22346.2,6.38718,False,0,none
BTCUSD,1677846180000,2023-03-03 12:23:00,22344.37,22346.36,22331.98,22335.89,1.82574,False,0,none
BTCUSD,1677846240000,2023-03-03 12:24:00,22337.69,22344.16,22333.97,22344.16,1.48374,False,0,none
BTCUSD,1677846300000,2023-03-03 12:25:00,22340.38,22344.16,22337.24,22339.69,1.28219,False,0,none
BTCUSD,1677846360000,2023-03-03 12:26:00,22338.01,22339.51,22327.67,22332.8,1.13572,False,0,none
BTCUSD,1677846420000,2023-03-03 12:27:00,22328.92,22341.85,22327.51,22340.13,3.68332,False,0,none
BTCUSD,1677846480000,2023-03-03 12:28:00,22338.61,22353.93,22338.61,22353.24,1.41457,False,0,none
BTCUSD,1677846540000,2023-03-03 12:29:00,22352.8,22355.84,22346.62,22351.42,1.19677,False,0,none
BTCUSD,1677846600000,2023-03-03 12:30:00,22348.23,22348.23,22342.1,22342.32,0.54896,False,0,none
BTCUSD,1677846660000,2023-03-03 12:31:00,22344.99,22348.33,22333.79,22333.79,1.43907,False,0,none
BTCUSD,1677846720000,2023-03-03 12:32:00,22336.83,22336.83,22328.52,22333.96,0.16067,False,0,none
BTCUSD,1677846780000,2023-03-03 12:33:00,22336.06,22341.81,22336.06,22340.13,1.74575,False,0,none
BTCUSD,1677846840000,2023-03-03 12:34:00,22344.31,22354.47,22335.37,22336.28,3.74939,False,0,none
BTCUSD,1677846900000,2023-03-03 12:35:00,22334.7,22338.65,22332.38,22338.65,0.60532,False,0,none
BTCUSD,1677846960000,2023-03-03 12:36:00,22342.19,22345.44,22335.88,22336.27,4.0968,False,0,none
BTCUSD,1677847020000,2023-03-03 12:37:00,22336.53,22353.06,22336.53,22350.62,1.60462,False,0,none
BTCUSD,1677847080000,2023-03-03 12:38:00,22349.86,22350.1,22345.36,22345.36,0.46548,False,0,none
